86664,100,108873545,52715772
116312,366,159194361,70173874
139388,134,134194320,63695818
86875,85,100709469,52876023
89255,103,101489358,50258004
75609,86,97237664,52133349
103046,309,138674940,71542106
58650,74,85311913,49266653
65138,80,89186293,51868269
69399,80,90670607,49044880
82658,81,97820787,54513880
55363,283,118350739,64352902
51581,72,82708974,48229612
53289,75,83968040,49999722
72953,74,91416286,49918795
50350,65,82012502,48747789
88976,310,135186039,71157592
79951,92,102948563,52561467
120360,96,133514315,65527976
63631,78,89847559,48943006
102498,98,110090995,58662763
69492,285,127968612,65445816
79411,151,110430469,59087947
58695,81,90919195,51242023
57432,70,85687444,47971838
63532,76,91238282,50403865
42345,69,82405694,48630579
95858,333,145766634,71301275
62386,85,95637833,51832599
56094,72,89039549,49309742
96570,89,120619274,66708419
53953,77,93788818,53002395
70842,324,137037020,71030633
64362,77,89623730,49706512
51433,73,84854169,48492082
61691,168,104657876,56679509
55949,78,92387369,50753784
101555,392,154569160,79597827
90250,92,109705045,58157047
71315,82,96276854,51466859
50119,68,80869402,47916168
51425,75,84201319,52155058
90503,333,138696988,68809605
54477,72,85467639,51589260
62865,71,86893156,49600623
44900,67,78012088,47556926
48538,77,84273156,50677778
79881,322,133589598,67164800
123429,98,127551091,69311381
96256,89,104205730,55393085
88567,91,104221607,56327216
55613,72,85902703,51698543
112134,262,129577124,64416269
89248,191,118963003,61923297
66186,71,87445688,51632263
78621,82,102766186,48571364
108029,83,103223839,50349270
70540,80,92717215,49982169
244936,421,220096177,88432379
123900,127,138014785,61591722
101931,89,107595079,51609289
115899,132,125829045,56391294
66667,76,90809126,49324880
97020,330,146364446,67834815
73243,77,93768840,54141575
46677,73,82120564,48896633
47932,69,81243074,47786814
49568,71,83825170,48223388
106202,317,144013160,69992719
68874,77,91552468,49520862
65308,78,94782369,52668980
61972,78,93199149,53605004
101885,87,115035282,65818668
72312,314,133899478,66960745
81578,87,102965800,54396205
62719,80,94122853,51930606
45543,73,82786550,48259397
60957,77,91052491,48994062
170658,428,191637936,85049997
74985,89,98473396,51817483
91947,100,109160930,55809767
53514,79,93098251,56587571
88010,144,107571486,55582010
75950,90,99165166,54133398
90857,312,132252952,67310520
88168,91,98965748,53089335
57570,72,87866644,52416631
57193,70,82902602,49328750
51859,72,83467372,48857855
77748,321,131528755,67169368
116005,112,127732156,70990700
65319,84,95401474,54500548
73845,79,92124899,51289760
55692,76,85537075,50029657
91287,338,140995706,68383368
83473,195,109832462,58983402
63032,77,89386596,50956398
67234,77,90728110,53799286
61415,88,89897489,52500112
90251,396,141737917,69616516
56891,71,82917376,49537328
55736,72,84828502,52453252
79406,89,98809476,54563463
51472,75,85303115,49968135
108430,328,141153908,69962876
80884,75,91948869,51630279
61079,78,91193103,50846740
100377,93,118894830,64204271
111282,92,117705949,65869936
119607,216,133696396,66164163
113764,209,132963362,66160752
58433,74,90397857,52436579
86568,125,103937636,54446487
98863,95,112889153,58686596
67370,77,92667949,49241864
117621,383,164806366,70358477
125629,113,118463992,54109664
108775,97,113855361,51273057
218107,158,171794404,73752884
132904,118,143131305,59391970
114145,395,167267148,74811286
103350,123,119522767,53723811
74498,82,97702501,50068566
81152,82,104163343,52862831
67595,81,94662965,51303483
78824,312,133882095,66105363
60399,79,92181756,50533483
90828,89,102375762,52261923
80466,92,103753332,54649512
72248,77,95839888,53072684
71693,296,132475487,66985362
68819,80,95447892,54205571
60919,76,88017189,50800924
86572,87,98758818,53653239
78894,80,95044405,54844665
111420,282,136395610,66506904
64590,117,94666371,53966709
87467,86,99889663,52340524
131032,108,137736244,69464129
86482,90,105407817,55717337
102397,92,103864435,55202265
78789,296,125225631,67784772
116224,137,125293864,67827810
90467,93,101730520,54447484
61665,76,89274367,50726877
69918,80,93772975,54345797
71818,324,126975179,66625601
63248,80,89001310,50770775
79345,89,98091417,53477610
99297,95,104411146,54620137
150754,106,138196616,73391299
77816,300,129113713,67927625
62111,75,86460802,49847441
62491,79,89608574,50967274
66459,73,86059221,48588025
98069,181,113791429,57141405
123586,424,160055386,76643835
74024,90,99000127,51942794
93051,92,102085968,54249546
76787,82,97465164,51317859
69451,89,100067783,54967979
74117,309,136028356,69757737
55454,77,88424874,49308707
58991,75,88867839,49190924
78049,80,97724889,51330388
76836,82,94685558,49194317
85819,235,128616905,63374401
99707,250,135617614,62365967
109459,101,128143955,65634695
100892,91,108218924,55792417
127916,100,120692588,59635801
66201,80,96699537,50924072
125630,382,153522230,73516722
107019,93,107774762,54148204
78887,73,91158675,48226509
113472,93,112478502,50302562
100140,89,105040252,50512337
162427,364,175299198,84768975
230691,167,172231841,72330924
93463,108,117037518,51319706
75294,73,94294759,47575699
107523,122,121249690,54467094
92631,334,145830324,70806651
83454,94,104243539,51362679
66347,72,87829200,49316745
66968,87,95458758,50797699
47014,71,82345653,48817169
78264,311,128286874,67222932
94414,88,105636813,57612093
81177,82,97283124,51259024
66593,76,88707638,50397103
62406,73,89215237,51970198
94588,296,134091653,66072228
105516,138,116603058,61466354
77655,75,92979506,51598238
55962,70,82905208,48920556
62708,77,88843744,49867253
80346,81,97444603,49867358
159226,356,187030850,87896563
86785,88,104693160,53259142
76085,89,96392369,53039719
60598,76,92067243,53454648
69529,121,99340414,54230309
94890,330,148700269,71909798
78483,83,101362158,55063635
65400,72,88296215,49307936
63340,94,89653799,48461361
57534,74,88679781,48657791
83470,334,136089767,66626525
122043,92,120381314,63914940
81276,89,115140708,62366985
56247,80,90543893,51029006
99783,86,112426017,64069285
85954,304,131905764,65516980
73225,83,96646201,53804418
88500,179,110466142,57568256
52582,68,81296688,48098906
51576,72,83520368,49011757
106507,408,149683841,73962063
58899,77,85039693,49155563
63543,78,92593952,56284487
76045,82,96966553,51400843
57128,75,86577324,49733803
77271,198,110676814,57932681
87478,235,122337507,62864547
87401,82,100592956,56001124
62537,81,90814454,51135377
67830,76,88796406,49610475
118369,94,118999702,65095748
120294,333,153464363,75695426
77790,84,98984922,57653595
56665,72,86746670,51642032
84117,133,108288204,57404606
73195,90,97635756,54400612
101394,316,140386852,68160040
91124,93,109745000,51026690
100952,87,107959194,54092415
75408,80,92654177,50103028
232381,138,169305552,74402216
127142,461,176427832,76929573
92510,88,105125687,48867347
91977,115,113263634,56657959
73283,112,98554385,50225021
81281,86,100202710,52194326
102984,343,143932601,67659952
76758,89,100819387,53046795
61568,79,92288397,50543812
94202,94,119712491,66585493
83447,93,105871369,55057429
65785,219,114369294,59105275
50887,151,98714841,54344993
70558,75,93344409,52567207
59725,75,90848243,52757289
59867,82,92180604,50905330
67835,82,96463853,51528465
103371,341,144379180,67511728
64589,78,93462378,51130639
94671,98,104181252,55034543
116149,86,120831284,65149989
87029,86,104422281,53584308
95186,307,131853930,68377633
47657,70,80924579,51962052
74445,118,95585432,53424010
64773,77,92179329,54684792
58634,69,84637508,49000689
89032,331,136806202,69057052
65621,79,91184387,51669891
74708,87,95185518,51093970
81243,88,101812649,54850240
109338,90,114829732,62999005
105764,310,146943679,74293400
43322,73,79773736,51551755
48205,68,79868423,48125939
56252,72,82650225,51754206
57419,69,83157578,48333390
85811,476,151648714,75873661
51312,74,86864717,50059530
64793,82,91464373,51428517
81833,102,106005057,54549290
76981,83,101727130,53613724
78120,179,110087314,57953872
58307,207,110572856,60391925
82472,82,106393425,61832592
67948,75,92467106,49458212
69517,75,94244378,52788073
59899,72,87418165,49194241
79119,312,134454454,67855663
74016,82,97849532,50834508
106423,102,131463962,68305697
97456,96,117568271,61198758
82097,89,103385597,56892746
106364,307,138948237,67735466
85646,122,108693641,55890924
67585,85,97063885,52938047
87606,73,89659145,51310862
90765,101,113373449,54678437
101434,352,144568440,66076201
80307,90,98628873,51914888
269776,123,167931363,74628395
104330,143,130667204,53873287
73188,78,94333942,52766957
143638,497,191296351,80039353
66674,84,97489975,50752339
79355,118,101733600,52015757
69480,74,89368303,50183874
63107,73,83854366,49808051
68154,171,103280070,59427825
73940,189,105537695,57312577
89432,92,105485828,56203973
64578,76,89579821,50189159
69485,80,95458501,51008200
59807,79,94637231,55618641
68914,300,123947441,64670720
73260,83,92811152,51883590
74066,77,93086101,51820773
60483,72,85126649,48851964
72367,82,95693207,52825416
162937,352,164322169,78688906
106225,91,118413193,64657340
81048,110,104856100,53841330
61269,80,88791886,51800804
83639,80,95836034,55527217
125040,377,154558167,75731401
69815,87,95617383,53414103
67017,84,90950151,50345206
46434,73,86349768,49424798
47476,70,83437723,49230688
76051,317,134567005,67446142
51331,77,88302701,49205117
95765,86,108905937,60010327
99099,90,114348184,59801248
50311,75,89668902,52972393
103839,337,146573387,70047754
61280,85,94573080,51971987
46108,70,83608262,48352376
85804,174,114210898,59404362
53933,74,88669121,50839559
67463,178,104723132,55841828
100289,368,146184310,74380119
78539,74,93261258,49343835
67238,80,89524916,49538903
101127,81,100494187,56010809
53787,74,84848106,49291805
96454,329,138738316,71398151
71840,78,91559616,52387608
53971,70,83394521,48125516
57088,84,91142157,51503513
70682,80,94184060,49645757
137124,355,174540475,86413270
91979,92,103395643,56325336
81558,85,97756208,56933827
57333,89,87726781,50557954
134433,138,126572002,69128003
95655,307,138766053,71938523
66433,77,92180233,53571591
93978,98,107817758,51900079
92775,79,94048838,50134777
76922,80,92493727,50648597
291472,295,212272161,86430301
139314,374,170286354,72437967
88579,93,104372045,49202855
92183,108,109178733,52781974
82300,87,98326402,51649061
75812,94,97924199,51083154
93559,313,137128139,65919096
65942,81,97224735,53772862
50620,77,89179840,50564223
58888,78,90981314,50389960
80465,94,100987307,54036080
71657,299,129428195,65476733
43809,71,85293219,50915278
45643,70,84629376,51238389
44667,73,83353285,49016869
78961,91,100561363,53398817
86167,310,134779317,66238318
63230,71,92135251,51941265
53899,72,87522781,49274491
67315,88,93579931,50303335
120218,98,126065413,67148538
107178,258,135929471,65427575
80444,178,105023331,57252981
58412,70,86297177,54984583
55466,72,82637048,48687374
89527,135,106146200,58410046
69268,76,90178458,51836117
83789,316,127637504,64953788
53593,71,86446287,51612156
79450,86,107498930,62803443
62475,75,86492560,49973474
134730,104,137117616,71883689
77754,323,129318507,65991037
60347,79,88368961,55602733
67879,74,87469517,49498016
54291,73,81475970,49489341
59096,74,85666131,49691581
100364,399,152540254,75710830
49906,70,83836207,49694509
57638,71,85989923,52580865
81237,86,98568260,55093639
73900,75,91969790,49282582
92431,385,145939392,71824663
64684,81,94718512,54454825
62460,78,91444413,51902586
57614,76,88637632,49215761
59508,73,89859171,50504640
80003,318,139593794,68448671
60201,77,92933732,52070137
72293,91,95645482,53035611
120595,93,126529774,65676468
105597,105,121976454,63081996
102482,198,125067683,64882715